id,s,i,r,d,population,long,lat,date
US,0,308850,14652,8407,0,-82.46170658,34.22333378,04-04-2020,
US,0,275586,9707,7087,0,-82.46170658,34.22333378,04-03-2020,
US,0,243453,9001,5926,0,-82.46170658,34.22333378,04-02-2020,
US,0,213372,8474,4757,0,-82.46170658,34.22333378,04-01-2020,
US,0,188172,7024,3873,0,-82.46170658,34.22333378,03-31-2020,
US,0,161807,5644,2978,0,-82.46170658,34.22333378,03-30-2020,
US,0,140886,2665,2467,0,-82.46170658,34.22333378,03-29-2020,
US,0,121478,1072,2026,0,-82.46170658,34.22333378,03-28-2020,
US,0,101657,869,1581,0,-82.46170658,34.22333378,03-27-2020,
US,0,83836,681,1209,0,-82.46170658,34.22333378,03-26-2020,
US,0,65778,361,942,0,-82.46170658,34.22333378,03-25-2020,
US,0,53740,348,706,0,-82.46170658,34.22333378,03-24-2020,
US,0,43667,0,552,0,-82.46170658,34.22333378,03-23-2020,
US,0,33746,0,427,0,-82.46170658,34.22333378,03-22-2020,
CA,0,12978,2577,218,0,-116.5765,53.9333,04-04-2020,
CA,0,12437,2175,179,0,-116.5765,53.9333,04-03-2020,
CA,0,11284,1735,139,0,-116.5765,53.9333,04-02-2020,
CA,0,9560,1324,109,0,-116.5765,53.9333,04-01-2020,
CA,0,8527,1592,101,0,-116.5765,53.9333,03-31-2020,
CA,0,7398,466,80,0,-116.5765,53.9333,03-30-2020,
CA,0,6280,466,64,0,-116.5765,53.9333,03-29-2020,
CA,0,5576,466,61,0,-116.5765,53.9333,03-28-2020,
CA,0,4682,256,54,0,-116.5765,53.9333,03-27-2020,
CA,0,4042,184,38,0,-116.5765,53.9333,03-26-2020,
CA,0,3251,183,30,0,-116.5765,53.9333,03-25-2020,
CA,0,2790,110,26,0,-116.5765,53.9333,03-24-2020,
CA,0,2088,0,25,0,-116.5765,53.9333,03-23-2020,
CA,0,1470,0,21,0,-116.5765,53.9333,03-22-2020,
GB,0,80419,215,4320,0,-63.0686,18.2206,04-04-2020,
GB,0,73559,208,3611,0,-63.0686,18.2206,04-03-2020,
GB,0,65228,192,2926,0,-63.0686,18.2206,04-02-2020,
GB,0,57194,179,2357,0,-63.0686,18.2206,04-01-2020,
GB,0,48990,179,1793,0,-63.0686,18.2206,03-31-2020,
GB,0,43324,171,1411,0,-63.0686,18.2206,03-30-2020,
GB,0,38178,151,1231,0,-63.0686,18.2206,03-29-2020,
GB,0,33452,151,1021,0,-63.0686,18.2206,03-28-2020,
GB,0,28578,151,761,0,-63.0686,18.2206,03-27-2020,
GB,0,22894,150,580,0,-63.0686,18.2206,03-26-2020,
GB,0,18674,140,466,0,-63.0686,18.2206,03-25-2020,
GB,0,15765,140,423,0,-63.0686,18.2206,03-24-2020,
GB,0,12976,140,336,0,-63.0686,18.2206,03-23-2020,
GB,0,11105,95,282,0,-63.0686,18.2206,03-22-2020,
CN,0,84810,76946,3330,0,117.2264,31.8257,04-04-2020,
CN,0,84936,76760,3326,0,117.2264,31.8257,04-03-2020,
CN,0,84977,76565,3322,0,117.2264,31.8257,04-02-2020,
CN,0,85001,76405,3316,0,117.2264,31.8257,04-01-2020,
CN,0,85043,76206,3309,0,117.2264,31.8257,03-31-2020,
CN,0,85165,75923,3308,0,117.2264,31.8257,03-30-2020,
CN,0,85358,75582,3304,0,117.2264,31.8257,03-29-2020,
CN,0,85599,75100,3299,0,117.2264,31.8257,03-28-2020,
CN,0,85778,74720,3296,0,117.2264,31.8257,03-27-2020,
CN,0,86092,74181,3291,0,117.2264,31.8257,03-26-2020,
CN,0,86264,73773,3285,0,117.2264,31.8257,03-25-2020,
CN,0,86621,73280,3281,0,117.2264,31.8257,03-24-2020,
CN,0,86899,72819,3274,0,117.2264,31.8257,03-23-2020,
CN,0,87167,72362,3265,0,117.2264,31.8257,03-22-2020,
NL,0,31536,262,1656,0,-69.9683,12.5211,04-04-2020,
NL,0,29892,260,1490,0,-69.9683,12.5211,04-03-2020,
NL,0,27975,260,1341,0,-69.9683,12.5211,04-02-2020,
NL,0,25957,260,1175,0,-69.9683,12.5211,04-01-2020,
NL,0,24041,253,1040,0,-69.9683,12.5211,03-31-2020,
NL,0,22516,253,865,0,-69.9683,12.5211,03-30-2020,
NL,0,20835,253,772,0,-69.9683,12.5211,03-29-2020,
NL,0,18992,6,640,0,-69.9683,12.5211,03-28-2020,
NL,0,16741,6,547,0,-69.9683,12.5211,03-27-2020,
NL,0,14495,6,435,0,-69.9683,12.5211,03-26-2020,
NL,0,12515,4,357,0,-69.9683,12.5211,03-25-2020,
NL,0,10880,3,277,0,-69.9683,12.5211,03-24-2020,
NL,0,9311,3,214,0,-69.9683,12.5211,03-23-2020,
NL,0,8251,3,180,0,-69.9683,12.5211,03-22-2020,
AU,0,10369,701,30,0,149.0124,-35.4735,04-04-2020,
AU,0,9983,649,28,0,149.0124,-35.4735,04-03-2020,
AU,0,9688,520,24,0,149.0124,-35.4735,04-02-2020,
AU,0,9282,422,20,0,149.0124,-35.4735,04-01-2020,
AU,0,8742,358,18,0,149.0124,-35.4735,03-31-2020,
AU,0,8448,257,17,0,149.0124,-35.4735,03-30-2020,
AU,0,7708,244,16,0,149.0124,-35.4735,03-29-2020,
AU,0,7022,244,14,0,149.0124,-35.4735,03-28-2020,
AU,0,6079,194,13,0,149.0124,-35.4735,03-27-2020,
AU,0,5435,172,13,0,149.0124,-35.4735,03-26-2020,
AU,0,4601,119,8,0,149.0124,-35.4735,03-25-2020,
AU,0,3961,119,8,0,149.0124,-35.4735,03-24-2020,
AU,0,3238,119,7,0,149.0124,-35.4735,03-23-2020,
AU,0,2881,92,7,0,149.0124,-35.4735,03-22-2020,
DK,0,6998,1379,161,0,-6.9118,61.8926,04-04-2020,
DK,0,6466,1287,139,0,-6.9118,61.8926,04-03-2020,
DK,0,5851,1172,123,0,-6.9118,61.8926,04-02-2020,
DK,0,5505,971,104,0,-6.9118,61.8926,04-01-2020,
DK,0,5911,77,90,0,-6.9118,61.8926,03-31-2020,
DK,0,5360,73,77,0,-6.9118,61.8926,03-30-2020,
DK,0,4983,73,72,0,-6.9118,61.8926,03-29-2020,
DK,0,4610,57,65,0,-6.9118,61.8926,03-28-2020,
DK,0,4291,57,52,0,-6.9118,61.8926,03-27-2020,
DK,0,3955,50,41,0,-6.9118,61.8926,03-26-2020,
DK,0,3649,41,34,0,-6.9118,61.8926,03-25-2020,
DK,0,3368,36,32,0,-6.9118,61.8926,03-24-2020,
DK,0,3096,24,24,0,-6.9118,61.8926,03-23-2020,
DK,0,3011,4,13,0,-6.9118,61.8926,03-22-2020,
FR,0,158550,15572,7574,0,-53.0,4.0,04-04-2020,
FR,0,109749,14135,6520,0,-53.0,4.0,04-03-2020,
FR,0,101912,12548,5398,0,-53.0,4.0,04-02-2020,
FR,0,100402,11053,4043,0,-53.0,4.0,04-01-2020,
FR,0,92609,9513,3532,0,-53.0,4.0,03-31-2020,
FR,0,79346,7964,3030,0,-53.0,4.0,03-30-2020,
FR,0,71579,7226,2611,0,-53.0,4.0,03-29-2020,
FR,0,68169,5724,2317,0,-53.0,4.0,03-28-2020,
FR,0,59100,5707,1997,0,-53.0,4.0,03-27-2020,
FR,0,52449,4955,1698,0,-53.0,4.0,03-26-2020,
FR,0,45960,3907,1333,0,-53.0,4.0,03-25-2020,
FR,0,40854,3288,1102,0,-53.0,4.0,03-24-2020,
FR,0,37177,2207,862,0,-53.0,4.0,03-23-2020,
FR,0,29551,2201,676,0,-53.0,4.0,03-22-2020,
AF,0,581,10,7,0,67.709953,33.93911,04-04-2020,
AF,0,546,10,6,0,67.709953,33.93911,04-03-2020,
AF,0,530,10,6,0,67.709953,33.93911,04-02-2020,
AF,0,465,5,4,0,67.709953,33.93911,04-01-2020,
AF,0,339,5,4,0,67.709953,33.93911,03-31-2020,
AF,0,334,2,4,0,67.709953,33.93911,03-30-2020,
AF,0,234,2,4,0,67.709953,33.93911,03-29-2020,
AF,0,214,2,4,0,67.709953,33.93911,03-28-2020,
AF,0,214,2,4,0,67.709953,33.93911,03-27-2020,
AF,0,182,2,4,0,67.709953,33.93911,03-26-2020,
AF,0,164,2,2,0,67.709953,33.93911,03-25-2020,
AF,0,146,1,1,0,67.709953,33.93911,03-24-2020,
AF,0,78,1,1,0,67.709953,33.93911,03-23-2020,
AF,0,78,1,1,0,67.709953,33.93911,03-22-2020,
AL,0,547,99,20,0,20.1683,41.1533,04-04-2020,
AL,0,502,89,17,0,20.1683,41.1533,04-03-2020,
AL,0,462,76,16,0,20.1683,41.1533,04-02-2020,
AL,0,436,67,15,0,20.1683,41.1533,04-01-2020,
AL,0,419,52,15,0,20.1683,41.1533,03-31-2020,
AL,0,391,44,11,0,20.1683,41.1533,03-30-2020,
AL,0,381,33,10,0,20.1683,41.1533,03-29-2020,
AL,0,353,31,10,0,20.1683,41.1533,03-28-2020,
AL,0,333,31,8,0,20.1683,41.1533,03-27-2020,
AL,0,325,17,6,0,20.1683,41.1533,03-26-2020,
AL,0,270,17,5,0,20.1683,41.1533,03-25-2020,
AL,0,231,10,5,0,20.1683,41.1533,03-24-2020,
AL,0,202,2,4,0,20.1683,41.1533,03-23-2020,
AL,0,174,2,2,0,20.1683,41.1533,03-22-2020,
DZ,0,2282,90,130,0,1.6596,28.0339,04-04-2020,
DZ,0,2175,62,105,0,1.6596,28.0339,04-03-2020,
DZ,0,1825,61,86,0,1.6596,28.0339,04-02-2020,
DZ,0,1575,61,58,0,1.6596,28.0339,04-01-2020,
DZ,0,1342,46,44,0,1.6596,28.0339,03-31-2020,
DZ,0,1096,37,35,0,1.6596,28.0339,03-30-2020,
DZ,0,960,31,31,0,1.6596,28.0339,03-29-2020,
DZ,0,848,31,29,0,1.6596,28.0339,03-28-2020,
DZ,0,763,29,26,0,1.6596,28.0339,03-27-2020,
DZ,0,680,29,25,0,1.6596,28.0339,03-26-2020,
DZ,0,518,65,21,0,1.6596,28.0339,03-25-2020,
DZ,0,485,24,19,0,1.6596,28.0339,03-24-2020,
DZ,0,378,65,17,0,1.6596,28.0339,03-23-2020,
DZ,0,320,65,17,0,1.6596,28.0339,03-22-2020,
AD,0,894,21,17,0,1.5218,42.5063,04-04-2020,
AD,0,846,16,16,0,1.5218,42.5063,04-03-2020,
AD,0,831,10,15,0,1.5218,42.5063,04-02-2020,
AD,0,756,10,14,0,1.5218,42.5063,04-01-2020,
AD,0,730,10,12,0,1.5218,42.5063,03-31-2020,
AD,0,722,10,8,0,1.5218,42.5063,03-30-2020,
AD,0,661,1,6,0,1.5218,42.5063,03-29-2020,
AD,0,612,1,3,0,1.5218,42.5063,03-28-2020,
AD,0,530,1,3,0,1.5218,42.5063,03-27-2020,
AD,0,444,1,3,0,1.5218,42.5063,03-26-2020,
AD,0,374,1,1,0,1.5218,42.5063,03-25-2020,
AD,0,326,1,1,0,1.5218,42.5063,03-24-2020,
AD,0,264,1,1,0,1.5218,42.5063,03-23-2020,
AD,0,224,1,1,0,1.5218,42.5063,03-22-2020,
AO,0,16,2,2,0,17.8739,-11.2027,04-04-2020,
AO,0,13,1,2,0,17.8739,-11.2027,04-03-2020,
AO,0,13,1,2,0,17.8739,-11.2027,04-02-2020,
AO,0,13,1,2,0,17.8739,-11.2027,04-01-2020,
AO,0,11,1,2,0,17.8739,-11.2027,03-31-2020,
AO,0,12,0,2,0,17.8739,-11.2027,03-30-2020,
AO,0,12,0,2,0,17.8739,-11.2027,03-29-2020,
AO,0,10,0,0,0,17.8739,-11.2027,03-28-2020,
AO,0,8,0,0,0,17.8739,-11.2027,03-27-2020,
AO,0,8,0,0,0,17.8739,-11.2027,03-26-2020,
AO,0,6,0,0,0,17.8739,-11.2027,03-25-2020,
AO,0,6,0,0,0,17.8739,-11.2027,03-24-2020,
AO,0,6,0,0,0,17.8739,-11.2027,03-23-2020,
AO,0,4,0,0,0,17.8739,-11.2027,03-22-2020,
AG,0,30,0,0,0,-61.7964,17.0608,04-04-2020,
AG,0,30,0,0,0,-61.7964,17.0608,04-03-2020,
AG,0,18,0,0,0,-61.7964,17.0608,04-02-2020,
AG,0,14,0,0,0,-61.7964,17.0608,04-01-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-31-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-30-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-29-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-28-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-27-2020,
AG,0,14,0,0,0,-61.7964,17.0608,03-26-2020,
AG,0,6,0,0,0,-61.7964,17.0608,03-25-2020,
AG,0,6,0,0,0,-61.7964,17.0608,03-24-2020,
AG,0,6,0,0,0,-61.7964,17.0608,03-23-2020,
AG,0,2,0,0,0,-61.7964,17.0608,03-22-2020,
AR,0,2580,279,43,0,-63.6167,-38.4161,04-04-2020,
AR,0,2225,266,39,0,-63.6167,-38.4161,04-03-2020,
AR,0,1974,256,36,0,-63.6167,-38.4161,04-02-2020,
AR,0,1832,248,28,0,-63.6167,-38.4161,04-01-2020,
AR,0,1841,240,27,0,-63.6167,-38.4161,03-31-2020,
AR,0,1389,228,23,0,-63.6167,-38.4161,03-30-2020,
AR,0,1399,72,19,0,-63.6167,-38.4161,03-29-2020,
AR,0,1290,72,18,0,-63.6167,-38.4161,03-28-2020,
AR,0,1093,72,13,0,-63.6167,-38.4161,03-27-2020,
AR,0,932,63,9,0,-63.6167,-38.4161,03-26-2020,
AR,0,714,52,8,0,-63.6167,-38.4161,03-25-2020,
AR,0,716,52,6,0,-63.6167,-38.4161,03-24-2020,
AR,0,501,27,4,0,-63.6167,-38.4161,03-23-2020,
AR,0,501,27,4,0,-63.6167,-38.4161,03-22-2020,
AM,0,1490,43,7,0,45.0382,40.0691,04-04-2020,
AM,0,1422,43,7,0,45.0382,40.0691,04-03-2020,
AM,0,1286,33,7,0,45.0382,40.0691,04-02-2020,
AM,0,1107,31,4,0,45.0382,40.0691,04-01-2020,
AM,0,1031,30,3,0,45.0382,40.0691,03-31-2020,
AM,0,931,30,3,0,45.0382,40.0691,03-30-2020,
AM,0,815,30,3,0,45.0382,40.0691,03-29-2020,
AM,0,783,30,1,0,45.0382,40.0691,03-28-2020,
AM,0,629,28,1,0,45.0382,40.0691,03-27-2020,
AM,0,561,18,1,0,45.0382,40.0691,03-26-2020,
AM,0,514,16,0,0,45.0382,40.0691,03-25-2020,
AM,0,484,14,0,0,45.0382,40.0691,03-24-2020,
AM,0,468,2,0,0,45.0382,40.0691,03-23-2020,
AM,0,386,2,0,0,45.0382,40.0691,03-22-2020,
AT,0,20869,2507,186,0,14.5501,47.5162,04-04-2020,
AT,0,20858,2022,168,0,14.5501,47.5162,04-03-2020,
AT,0,20351,1749,158,0,14.5501,47.5162,04-02-2020,
AT,0,19840,1436,146,0,14.5501,47.5162,04-01-2020,
AT,0,19137,1095,128,0,14.5501,47.5162,03-31-2020,
AT,0,18492,636,108,0,14.5501,47.5162,03-30-2020,
AT,0,17011,479,86,0,14.5501,47.5162,03-29-2020,
AT,0,16249,225,68,0,14.5501,47.5162,03-28-2020,
AT,0,15031,225,58,0,14.5501,47.5162,03-27-2020,
AT,0,13657,112,49,0,14.5501,47.5162,03-26-2020,
AT,0,11137,9,30,0,14.5501,47.5162,03-25-2020,
AT,0,10529,9,28,0,14.5501,47.5162,03-24-2020,
AT,0,8918,9,21,0,14.5501,47.5162,03-23-2020,
AT,0,7135,9,16,0,14.5501,47.5162,03-22-2020,
AZ,0,1005,32,5,0,47.5769,40.1431,04-04-2020,
AZ,0,849,32,5,0,47.5769,40.1431,04-03-2020,
AZ,0,769,26,5,0,47.5769,40.1431,04-02-2020,
AZ,0,687,26,5,0,47.5769,40.1431,04-01-2020,
AZ,0,565,26,5,0,47.5769,40.1431,03-31-2020,
AZ,0,516,26,4,0,47.5769,40.1431,03-30-2020,
AZ,0,399,15,4,0,47.5769,40.1431,03-29-2020,
AZ,0,345,15,4,0,47.5769,40.1431,03-28-2020,
AZ,0,312,15,3,0,47.5769,40.1431,03-27-2020,
AZ,0,226,15,3,0,47.5769,40.1431,03-26-2020,
AZ,0,174,10,2,0,47.5769,40.1431,03-25-2020,
AZ,0,163,10,1,0,47.5769,40.1431,03-24-2020,
AZ,0,133,10,1,0,47.5769,40.1431,03-23-2020,
AZ,0,118,11,1,0,47.5769,40.1431,03-22-2020,
BS,0,52,0,4,0,-78.035889,25.025885,04-04-2020,
BS,0,46,1,1,0,-78.035889,25.025885,04-03-2020,
BS,0,46,1,1,0,-78.035889,25.025885,04-02-2020,
BS,0,40,1,1,0,-78.035889,25.025885,04-01-2020,
BS,0,27,1,0,0,-78.035889,25.025885,03-31-2020,
BS,0,27,1,0,0,-78.035889,25.025885,03-30-2020,
BS,0,21,1,0,0,-78.035889,25.025885,03-29-2020,
BS,0,19,1,0,0,-78.035889,25.025885,03-28-2020,
BS,0,19,1,0,0,-78.035889,25.025885,03-27-2020,
BS,0,17,1,0,0,-78.035889,25.025885,03-26-2020,
BS,0,9,1,0,0,-78.035889,25.025885,03-25-2020,
BS,0,9,1,0,0,-78.035889,25.025885,03-24-2020,
BS,0,8,0,0,0,-78.035889,25.025885,03-23-2020,
BS,0,8,0,0,0,-78.035889,25.025885,03-22-2020,
BH,0,949,423,4,0,50.55,26.0275,04-04-2020,
BH,0,958,382,4,0,50.55,26.0275,04-03-2020,
BH,0,901,381,4,0,50.55,26.0275,04-02-2020,
BH,0,797,337,4,0,50.55,26.0275,04-01-2020,
BH,0,835,295,4,0,50.55,26.0275,03-31-2020,
BH,0,747,279,4,0,50.55,26.0275,03-30-2020,
BH,0,722,272,4,0,50.55,26.0275,03-29-2020,
BH,0,683,265,4,0,50.55,26.0275,03-28-2020,
BH,0,701,227,4,0,50.55,26.0275,03-27-2020,
BH,0,708,204,4,0,50.55,26.0275,03-26-2020,
BH,0,657,177,4,0,50.55,26.0275,03-25-2020,
BH,0,604,177,3,0,50.55,26.0275,03-24-2020,
BH,0,588,164,2,0,50.55,26.0275,03-23-2020,
BH,0,517,149,2,0,50.55,26.0275,03-22-2020,
BD,0,102,30,8,0,90.3563,23.685,04-04-2020,
BD,0,90,26,6,0,90.3563,23.685,04-03-2020,
BD,0,81,25,6,0,90.3563,23.685,04-02-2020,
BD,0,77,25,6,0,90.3563,23.685,04-01-2020,
BD,0,72,25,5,0,90.3563,23.685,03-31-2020,
BD,0,74,19,5,0,90.3563,23.685,03-30-2020,
BD,0,76,15,5,0,90.3563,23.685,03-29-2020,
BD,0,76,15,5,0,90.3563,23.685,03-28-2020,
BD,0,80,11,5,0,90.3563,23.685,03-27-2020,
BD,0,72,11,5,0,90.3563,23.685,03-26-2020,
BD,0,66,7,5,0,90.3563,23.685,03-25-2020,
BD,0,69,5,4,0,90.3563,23.685,03-24-2020,
BD,0,58,5,3,0,90.3563,23.685,03-23-2020,
BD,0,49,3,2,0,90.3563,23.685,03-22-2020,
BB,0,104,0,0,0,-59.5432,13.1939,04-04-2020,
BB,0,102,0,0,0,-59.5432,13.1939,04-03-2020,
BB,0,92,0,0,0,-59.5432,13.1939,04-02-2020,
BB,0,68,0,0,0,-59.5432,13.1939,04-01-2020,
BB,0,68,0,0,0,-59.5432,13.1939,03-31-2020,
BB,0,66,0,0,0,-59.5432,13.1939,03-30-2020,
BB,0,66,0,0,0,-59.5432,13.1939,03-29-2020,
BB,0,52,0,0,0,-59.5432,13.1939,03-28-2020,
BB,0,48,0,0,0,-59.5432,13.1939,03-27-2020,
BB,0,36,0,0,0,-59.5432,13.1939,03-26-2020,
BB,0,36,0,0,0,-59.5432,13.1939,03-25-2020,
BB,0,36,0,0,0,-59.5432,13.1939,03-24-2020,
BB,0,34,0,0,0,-59.5432,13.1939,03-23-2020,
BB,0,28,0,0,0,-59.5432,13.1939,03-22-2020,
BY,0,822,53,5,0,27.9534,53.7098,04-04-2020,
BY,0,645,53,4,0,27.9534,53.7098,04-03-2020,
BY,0,551,53,4,0,27.9534,53.7098,04-02-2020,
BY,0,271,53,2,0,27.9534,53.7098,04-01-2020,
BY,0,256,47,1,0,27.9534,53.7098,03-31-2020,
BY,0,272,32,0,0,27.9534,53.7098,03-30-2020,
BY,0,156,32,0,0,27.9534,53.7098,03-29-2020,
BY,0,156,32,0,0,27.9534,53.7098,03-28-2020,
BY,0,156,32,0,0,27.9534,53.7098,03-27-2020,
BY,0,143,29,0,0,27.9534,53.7098,03-26-2020,
BY,0,143,29,0,0,27.9534,53.7098,03-25-2020,
BY,0,140,22,0,0,27.9534,53.7098,03-24-2020,
BY,0,140,22,0,0,27.9534,53.7098,03-23-2020,
BY,0,137,15,0,0,27.9534,53.7098,03-22-2020,
BE,0,32332,3247,1283,0,4.469936,50.8333,04-04-2020,
BE,0,29525,2872,1143,0,4.469936,50.8333,04-03-2020,
BE,0,27190,2495,1011,0,4.469936,50.8333,04-02-2020,
BE,0,24968,2132,828,0,4.469936,50.8333,04-01-2020,
BE,0,23149,1696,705,0,4.469936,50.8333,03-31-2020,
BE,0,21758,1527,513,0,4.469936,50.8333,03-30-2020,
BE,0,19882,1359,431,0,4.469936,50.8333,03-29-2020,
BE,0,16852,1063,353,0,4.469936,50.8333,03-28-2020,
BE,0,13421,858,289,0,4.469936,50.8333,03-27-2020,
BE,0,11575,675,220,0,4.469936,50.8333,03-26-2020,
BE,0,9149,547,178,0,4.469936,50.8333,03-25-2020,
BE,0,7955,461,122,0,4.469936,50.8333,03-24-2020,
BE,0,6997,401,88,0,4.469936,50.8333,03-23-2020,
BE,0,6464,263,75,0,4.469936,50.8333,03-22-2020,
BZ,0,8,0,0,0,-88.4976,17.1899,04-04-2020,
BZ,0,8,0,0,0,-88.4976,17.1899,04-03-2020,
BZ,0,6,0,0,0,-88.4976,17.1899,04-02-2020,
BZ,0,6,0,0,0,-88.4976,17.1899,04-01-2020,
BZ,0,6,0,0,0,-88.4976,17.1899,03-31-2020,
BZ,0,6,0,0,0,-88.4976,17.1899,03-30-2020,
BZ,0,4,0,0,0,-88.4976,17.1899,03-29-2020,
BZ,0,4,0,0,0,-88.4976,17.1899,03-28-2020,
BZ,0,4,0,0,0,-88.4976,17.1899,03-27-2020,
BZ,0,4,0,0,0,-88.4976,17.1899,03-26-2020,
BZ,0,4,0,0,0,-88.4976,17.1899,03-25-2020,
BZ,0,2,0,0,0,-88.4976,17.1899,03-24-2020,
BZ,0,2,0,0,0,-88.4976,17.1899,03-23-2020,
BZ,0,0,0,0,0,-88.4976,17.1899,03-22-2020,
BJ,0,30,2,0,0,2.3158,9.3077,04-04-2020,
BJ,0,30,2,0,0,2.3158,9.3077,04-03-2020,
BJ,0,25,1,0,0,2.3158,9.3077,04-02-2020,
BJ,0,25,1,0,0,2.3158,9.3077,04-01-2020,
BJ,0,17,1,0,0,2.3158,9.3077,03-31-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-30-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-29-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-28-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-27-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-26-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-25-2020,
BJ,0,12,0,0,0,2.3158,9.3077,03-24-2020,
BJ,0,10,0,0,0,2.3158,9.3077,03-23-2020,
BJ,0,4,0,0,0,2.3158,9.3077,03-22-2020,
BT,0,8,2,0,0,90.4336,27.5142,04-04-2020,
BT,0,8,2,0,0,90.4336,27.5142,04-03-2020,
BT,0,9,1,0,0,90.4336,27.5142,04-02-2020,
BT,0,8,0,0,0,90.4336,27.5142,04-01-2020,
BT,0,8,0,0,0,90.4336,27.5142,03-31-2020,
BT,0,8,0,0,0,90.4336,27.5142,03-30-2020,
BT,0,8,0,0,0,90.4336,27.5142,03-29-2020,
BT,0,6,0,0,0,90.4336,27.5142,03-28-2020,
BT,0,6,0,0,0,90.4336,27.5142,03-27-2020,
BT,0,4,0,0,0,90.4336,27.5142,03-26-2020,
BT,0,4,0,0,0,90.4336,27.5142,03-25-2020,
BT,0,4,0,0,0,90.4336,27.5142,03-24-2020,
BT,0,4,0,0,0,90.4336,27.5142,03-23-2020,
BT,0,4,0,0,0,90.4336,27.5142,03-22-2020,
BO,0,267,1,10,0,-63.5887,-16.2902,04-04-2020,
BO,0,254,1,9,0,-63.5887,-16.2902,04-03-2020,
BO,0,237,1,8,0,-63.5887,-16.2902,04-02-2020,
BO,0,222,1,7,0,-63.5887,-16.2902,04-01-2020,
BO,0,208,0,6,0,-63.5887,-16.2902,03-31-2020,
BO,0,190,0,4,0,-63.5887,-16.2902,03-30-2020,
BO,0,161,0,1,0,-63.5887,-16.2902,03-29-2020,
BO,0,148,0,0,0,-63.5887,-16.2902,03-28-2020,
BO,0,122,0,0,0,-63.5887,-16.2902,03-27-2020,
BO,0,86,0,0,0,-63.5887,-16.2902,03-26-2020,
BO,0,64,0,0,0,-63.5887,-16.2902,03-25-2020,
BO,0,58,0,0,0,-63.5887,-16.2902,03-24-2020,
BO,0,54,0,0,0,-63.5887,-16.2902,03-23-2020,
BO,0,48,0,0,0,-63.5887,-16.2902,03-22-2020,
BA,0,1197,30,21,0,17.6791,43.9159,04-04-2020,
BA,0,1114,27,17,0,17.6791,43.9159,04-03-2020,
BA,0,1030,20,16,0,17.6791,43.9159,04-02-2020,
BA,0,886,19,13,0,17.6791,43.9159,04-01-2020,
BA,0,810,17,13,0,17.6791,43.9159,03-31-2020,
BA,0,709,17,10,0,17.6791,43.9159,03-30-2020,
BA,0,632,8,6,0,17.6791,43.9159,03-29-2020,
BA,0,506,5,5,0,17.6791,43.9159,03-28-2020,
BA,0,465,5,4,0,17.6791,43.9159,03-27-2020,
BA,0,377,2,3,0,17.6791,43.9159,03-26-2020,
BA,0,347,2,3,0,17.6791,43.9159,03-25-2020,
BA,0,327,2,3,0,17.6791,43.9159,03-24-2020,
BA,0,261,2,1,0,17.6791,43.9159,03-23-2020,
BA,0,249,2,1,0,17.6791,43.9159,03-22-2020,
BW,0,7,0,1,0,24.6849,-22.3285,04-04-2020,
BW,0,7,0,1,0,24.6849,-22.3285,04-03-2020,
BW,0,7,0,1,0,24.6849,-22.3285,04-02-2020,
BW,0,7,0,1,0,24.6849,-22.3285,04-01-2020,
BW,0,7,0,1,0,24.6849,-22.3285,03-31-2020,
BW,0,6,0,0,0,24.6849,-22.3285,03-30-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-29-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-28-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-27-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-26-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-25-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-24-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-23-2020,
BW,0,0,0,0,0,24.6849,-22.3285,03-22-2020,
BR,0,20148,127,445,0,-51.9253,-14.235,04-04-2020,
BR,0,17626,127,359,0,-51.9253,-14.235,04-03-2020,
BR,0,15637,127,324,0,-51.9253,-14.235,04-02-2020,
BR,0,13305,127,240,0,-51.9253,-14.235,04-01-2020,
BR,0,11106,127,201,0,-51.9253,-14.235,03-31-2020,
BR,0,8879,120,159,0,-51.9253,-14.235,03-30-2020,
BR,0,8370,6,136,0,-51.9253,-14.235,03-29-2020,
BR,0,7691,6,111,0,-51.9253,-14.235,03-28-2020,
BR,0,6736,6,92,0,-51.9253,-14.235,03-27-2020,
BR,0,5887,6,77,0,-51.9253,-14.235,03-26-2020,
BR,0,5047,2,59,0,-51.9253,-14.235,03-25-2020,
BR,0,4446,2,46,0,-51.9253,-14.235,03-24-2020,
BR,0,3812,2,34,0,-51.9253,-14.235,03-23-2020,
